sk,id,org_inn
6068,0372100043924000014,7810251630
6117,0138200002924000019,4101059897
6066,0375200044724000045,9106008486
1853,0187300014724000401,8617011350
6070,0361200015024002222,6501220230
6071,0104200001424000006,0721007588
6072,0375200010124000043,9102059190
6120,0816500000624005835,1435335477
12991,0848600008924000185,5045062461
6074,0326100004224000009,3123113850
6075,0173500000424000022,9710068955
6077,0148200005524000009,5024139667
20138,0891200000624005634,7536155048
6076,0816500000624006882,1435335477
6078,0179200001924000204,0917006606
6079,0306100005624000019,1001048649
6080,0372200123924000023,7802172864
6081,0129200003724000044,3444060984
6082,0169300014424000006,7403004297
6083,0851200000624002555,5406722503
6084,0817200000324004557,2224164425
6085,0815500000524003876,2130225986
6086,0111300000824000090,1650135166
1402,0860200000824003359,6454140585
22767,0122200002524002159,2721180057
6089,0373200640924000019,7701356086
6090,0112200000824001769,1701054052
6091,0162300019824000061,6621002530
6093,0711200016424000024,1611000750
6094,0155200000924000256,5836013555
6095,0124300002124000026,2907010999
9798,0319100004924000277,2462003962
6100,0152200004724000630,5503158829
6099,0815500000524003123,2130225986
6096,0301100049624000284,0274023088
17359,0362100001524000002,6674311892
17742,0328300007524000064,3302009380
6101,0351200023724000061,5406558885
6102,0138200002924000017,4101059897
6103,0558600004024000014,6140000097
6104,0102200001624000936,0323825390
6105,0872200000224000032,7842019044
6106,0179200001924000189,0917006606
6107,0869200000224002809,7451402146
6108,0830300001224000068,3508008485
6110,0373200017324000140,7733639640
6111,0362100010024000137,6659014366
6112,0142200001324007629,6315909640
6113,0139300001224000049,4215003337
6114,0373200082124000155,7709501828
9466,0177100001324000005,0411004876
6116,0813500000124005582,1841075736
6879,0860200000824003359,6454140585
6118,0819300031924000107,2454024207
10376,0133200001724001007,3702086910
6123,0373100099024000003,7710056586
6122,0105500000224000697,0816039228
6125,0373200113424000241,7720080355
19532,0131300030124000038,3603002878
8774,0361200015024002867,6501220230
8841,0232100000124000019,5253001734
12993,0177100001324000005,0411004876
6129,0373200087824000631,7716099554
6130,0102200001624000966,0323825390
6131,0116300000124000512,1435133907
6128,0372200242724000010,7810167730
6132,0869200000224003638,7451402146
6141,0375400001124000020,9110029591
6133,0841200000724000785,4401147992
10796,0172100001824000024,7825046249
6136,0318100061024000019,2320006502
6138,0373100084724000004,7719127048
6139,0108500000424001417,1200008200
6140,0806500000224000298,1001338940
18368,0328300007524000064,3302009380
6145,0816500000624007108,1435335477
6144,0368200006624000006,7303007992
6146,0372200017224000012,7807026271
6143,0324200000424000039,2900000328
6147,0369300009324000016,7404032392
6148,0319100038524000029,2466016747
6149,0158300029624000010,6149004931
6150,0873500000824000780,9705101759
6151,0260100000424000015,6455005067
6152,0173200022324000002,7710695744
6153,0176200005524000605,0105072228
6154,0136500001124002010,6950233646
6155,0116300000124000542,1435133907
8336,0809500000324001406,1326250209
6156,0139300018624000005,4244001302
6157,0369100030724000016,7453141891
6160,0190200000324005307,8901017607
6159,0307200027424000063,1101430763
6162,0172200001024000017,7830002590
6163,0310200000324001049,1516613034
6164,0848300049024000208,5034050464
12996,0851200000624003161,5406722503
6166,0811300008324000190,1655317191
6167,0318300552924000204,2302065343
6168,0373500001424000033,7714972558
1469,0128200000124002132,3329013633
22770,0195100000324000019,7710914971
6171,0133200001724000986,3702086910
6172,0356500001424002338,5902046771
6173,0830500000224001406,3525467658
10123,0173100005324000004,7724559170
9848,0128200000124002132,3329013633
6189,0800400004924000002,9702015290
6176,0839500001124000006,4205418646
8035,0373200082124000215,7709501828
6178,2056700000124000143,5902990563
6179,0173100008724000019,7702166610
6180,2056700000124000144,5902990563
6181,0372100054624000104,7801300136
6182,0101200008024000011,0274045532
6184,0152200004724000527,5503158829
6185,0130200001724000020,3525066582
6186,0319100005824000002,2466004847
6188,0322200024524000064,2721009067
17363,0816500000624008539,1435335477
6191,0848300045424000405,5032203563
6187,0373400013724000017,9709082715
6193,0151300049724000070,5448107718
6194,0256100000424000017,5906071680
6195,0108500000424001414,1200008200
6192,0373100036524000017,7709125605
24399,0158100017124000014,6163072411
6197,0387300001424000012,8601040443
6198,0146200000724000010,4826044418
6199,0187300012424000055,8613002594
6200,0332200035224000074,5262035017
6201,0387200022324000071,8602200001
6207,0172300007224000003,7810248186
6202,0361200015024002232,6501220230
6206,0357300006324000063,6027021658
6203,0173200001224000017,7701679961
14000,0809500000324001406,1326250209
6209,0372200288924000008,7805305350
6210,0873400004124000015,9710088253
6211,0327100006024000003,3250057573
7819,0145200000424000662,7842434812
6214,0320100002524000012,2540106044
6213,0859200001124002087,6234151768
17364,0342200007524000045,6335009172
6216,0304200009524000003,0713001550
10612,0365100014824000322,7018013613
6217,0872400000224000088,7709895509
6218,0162200011824001463,6670292984
6220,0216100000224000150,1435004700
6221,0801400000324000053,0279998306
20555,0345300003024000009,4704064199
6222,0136500001124002062,6950233646
6223,0848300037424000119,5007089310
20928,0372100001024000229,7802067651
6225,0826500000924002203,3123484942
19536,0132200003524000014,5260294552
6226,0339300000124000251,4207023869
22771,0345300003024000009,4704064199
6228,0318100019624000005,2308012771
6235,0344100003424000027,4629029121
6229,0173500000424000031,9710068955
6230,0848300053224000072,5043056381
6233,0173300004424000003,7718113211
6234,0167300024524000040,7225002810
567,0373400013724000018,9709082715
6237,0136500001124002040,6950233646
6238,0891200000624003776,7536155048
15610,0872500001724000013,4716044430
6241,0352300231424000091,5532003315
10910,0373100131024000006,7730669781
6242,0831600017024000004,3652903219
6243,0372200105124000019,7827001564
6244,0151300023824000053,5440112674
6245,0373200082124000166,7709501828
12420,0118300018724000554,2320037148
6247,0131200001024004193,3666159455
6249,0124300007324000004,2902049544
6250,0130200001724000027,3525066582
6303,0187200001724000841,8601032989
18464,0128100003524000033,3327818840
6251,0356100001624000003,5902290794
6253,0372200185124000006,7810151836
6254,0131100004524000019,3664067248
6255,0152300019024000017,5539000433
23562,0301300016024000286,0264005932
6256,0171200001924001210,7604084334
6257,0121200004724000443,2636210166
6258,0308100001424000007,1215021281
6259,0102200001624000692,0323825390
6260,0848300037424000111,5007089310
6261,0839300007824000004,4250010810
6262,0173100009524000026,7705596339
6263,0119300019624000064,2434000818
6264,0817200000324004380,2224164425
7119,0318100028524000137,2301000880
6265,0128200000124001390,3329013633
6267,0373200032024000214,7726050389
6268,0846600002124000190,4826148199
13767,0173200005024000008,7710071979
6269,0149200002324002432,5190198362
6270,0194200000524002241,2016014690
6271,0187300005824000081,8622002368
2237,0354100008124000004,5753024232
6273,0845200000324000004,4703125956
6274,0301200058824000027,0278016324
6275,0138200002924000020,4101059897
6277,0869600056024000018,7458004610
14263,0318200027124000002,2349023518
6276,0128200000124002280,3329013633
6280,0119200000124005474,2460071692
6281,0851200000624002550,5406722503
6282,0257100000124000094,6027005423
6279,0142200001324009420,6315909640
25477,0859300019624000458,6234147017
18515,0895100000124000135,7709895509
6284,0134300097524000343,3808193750
6286,0353100009224000022,5610036335
6287,0848600006824000156,5005064663
6285,0372200042224000007,7805149341
13001,0173100008724000021,7702166610
6289,0356300248724000032,5905023290
6290,0127200000224002260,3250063658
6291,0148300062724000198,5030083109
6292,0375200051724000055,9101005940
6294,0334300006724000113,8505002903
6295,0373100037624000051,7729050901
6296,0130200001724000026,3525066582
6297,0123600000924000016,2822004097
13002,0122400000324000002,2721196089
6301,0191400000324000007,7536179850
6300,0848300016524000186,5048053828
13768,0161100002224000017,6500005625
9856,0372200020324000063,7821007591
6304,0873400003624000077,9729293150
6305,0372200278424000001,7838454260
6306,0365100011824000013,7024016740
6307,0875600002524000043,9105019774
6308,0119200000124005465,2460071692
6309,0373100051324000033,7703020645
6310,0149200002324002261,5190198362
6311,0173100010924000016,7706560536
6312,0138200002924000021,4101059897
6313,0118300003224000068,2355006983
6314,0847500000624000003,4900000184
6315,0851600009624000027,5403075022
6316,0136500001124002037,6950233646
17370,0149200002324003145,5190198362
8918,0172200001624000020,7815015523
6318,0373100053524000008,7701247633
6320,0176200005524000692,0105072228
6319,0201100003824000248,0278055355
6321,0126100003224000007,3123022024
6323,0318300119424000339,2308166098
6325,0112200000824001771,1701054052
6326,0136500001124002009,6950233646
6327,0372200007524000015,7807013346
17371,0348100009524000183,5044013246
6330,0112200000824001770,1701054052
6331,0162300005324000504,6661004661
6332,0190300004624000087,8906003365
8038,0103200008424001884,0572005870
6334,0158300007724000020,6164056684
9857,0356600004324000069,5933012300
6336,0809500000324001040,1326250209
6337,0191300008524000023,7536031229
6333,0158200004124000029,6164301470
6338,0168500000624001534,7325169669
6339,0848300044524000067,5047165840
6340,0112200000824001929,1701054052
25482,0145200000424001111,7842434812
6350,0375300036424000085,9111010160
6342,0373100099024000004,7710056586
10337,0859200001124005294,6234151768
6344,0372200231224000017,7801137063
6345,0191100003224000014,7536066302
6366,0890300004824000305,8908003145
6346,0171200000824000002,7604034037
6347,0806500000224000380,1001338940
6348,0373100103924000035,7704097560
6349,0116300005624000172,1414009962
18371,0373100030424000003,7710063939
6352,0164200001924001038,6831000240
6353,0136500001124002038,6950233646
6354,0864500000224001339,6829128395
6365,0121400000224000007,2634098984
6355,0372200231224000012,7801137063
6356,0318100019624000006,2308012771
6357,0864500000224001198,6829128395
6358,0146200000524000022,4826024073
6359,0187300001224000137,8603032896
6360,0307300009224000023,1102000890
6361,0347300000524000068,4909001626
6362,0373200057824000021,7737032409
6363,0816500000624006455,1435335477
1805,0330200002224000002,3525105129
6369,0311100007324000008,1660018461
6370,0134200012124000040,3800000608
14059,0136500001124002524,6950233646
6376,0136500001124002078,6950233646
6368,0134300097524000376,3808193750
6372,0373100131024000004,7730669781
6375,0173200001424000452,7704515009
6374,0362300131724000056,6639011470
6381,0216100000224000190,1435004700
6377,0153300066924000236,5610013779
6378,0111200004424000004,1654019555
6379,0356500005324000095,5905061577
6380,0848600002724000080,5022052097
12803,0328100002324000015,3327100048
6382,0158300057624000010,6164299704
6383,0169300003424000036,7403001024
6384,0373200082124000152,7709501828
6385,0149100002824000001,5190132315
10800,0103200008424001884,0572005870
6386,0380100005524000016,1901065453
6387,0134200012124000039,3800000608
6388,0279100000124000002,0901006343
6389,0345200011524000047,4705020571
6391,0809500000324001173,1326250209
6392,0139200000124005040,4205120352
6393,1034200002924000177,3811031492
9859,0112200000824002011,1701054052
6395,0310200000324000825,1516613034
6410,0131300000624000703,3650002882
6396,0326100004224000006,3123113850
6397,0150100006624000033,5321134051
6398,0372100045724000003,7802072267
9877,0365100014824000322,7018013613
6400,0173100000124000003,7710168360
6401,0373100009924000050,7706032800
6403,0828100000724000119,7709895509
6404,0848300045424000290,5032203563
6405,0873100008824000010,7704300860
22773,0128200000124002765,3329013633
6407,0368200005524000010,7327010810
6408,0187300007824000097,8609012600
6409,0318300119424000510,2308166098
6426,0190300000224000141,8902002956
6412,0302300048724000347,0326023564
6413,0368200000924000040,7325056619
6414,0815500000524003583,2130225986
6415,0377300028724000128,0411112575
6427,0173200001424000432,7704515009
9860,0334500002024000006,3816034225
6417,0820200000324000003,7703792240
17373,0124200000624003366,2901186555
6420,0373100084724000005,7719127048
6418,0122300006124000434,2702015107
6421,0311400002624000016,1656114229
6422,0859200001124004244,6234151768
6424,0380200000124002473,1901089567
6425,0173100008724000020,7702166610
24134,0316100017624000019,1435211295
22774,0303200029924000038,0541019009
6428,0111300000824000126,1650135166
6429,0171200003924000002,7604281999
6430,0817200000324004226,2224164425
6432,0848300037424000134,5007089310
6433,0169300028224000085,7425009027
4709,0330100003124000010,3525092864
6435,0173100001424000003,7707515984
6436,0862600019424000001,6633028117
6437,0156200009924000248,5902293851
6438,0815500000524003829,2130225986
6439,0848300044524000055,5047165840
6440,0122300006124000393,2702015107
696,0124200000624002969,2901186555
6442,0153100005624000007,5610038685
6443,0869200000224002713,7451402146
17681,0303200029924000038,0541019009
6447,0139200000124005437,4205120352
6444,0818500000824002826,2308265684
6445,0173100009224000039,7706406291
6450,0848200001424000003,5036145714
13007,0119200000124007250,2460071692
6452,0136500001124002079,6950233646
6449,0816500000624007249,1435335477
6448,0369300089924000037,7416001448
2429,0175200004124000001,9102002405
6454,0136500001124002077,6950233646
6455,0835100001324000023,3906132146
6456,0310200000324001018,1516613034
6462,0319300333024000016,8801012500
6457,0136500001124002041,6950233646
6458,0855300002824000202,5834060278
6459,0372100054624000066,7801300136
9862,0145300020624000031,4716024722
6461,0361200015024002303,6501220230
17374,0380200000124003271,1901089567
255,0361200015024002559,6501220230
6466,0873400004124000021,9710088253
6463,0371200017524000020,7606078449
10088,0373200610524000005,7704835834
6467,0848300045424000489,5032203563
6468,0373200113424000270,7720080355
6469,0171200001924001310,7604084334
9863,0361200015024002559,6501220230
9647,0820500000824002405,2540254652
6471,0301100049624000270,0274023088
6472,0190300004624000108,8906003365
6473,0128200000124001633,3329013633
6475,0319100005824000005,2466004847
6477,0820200000324000002,7703792240
6479,0373200597224000040,7731419456
13008,0311100007324000057,1660018461
6478,0171200001924001545,7604084334
6480,0124200000624002943,2901186555
6482,0815500000524003609,2130225986
6483,0375200045824000023,9110007527
6484,0348200027024000213,7702066157
6485,0848300045424000475,5032203563
6486,0145300005224000170,4703083640
6488,0134600002124000025,3816029440
6489,0122300026924000022,2717004443
6487,0345300000524000082,4716001838
16739,0813500000124008264,1841075736
14196,0345200011324000017,7839343964
6492,2056700000124000145,5902990563
7616,0347200009824000009,4909093634
6495,0171200001924001203,7604084334
6496,0356500001424001643,5902046771
6493,0372100054624000122,7801300136
6497,0327100006024000004,3250057573
6498,0318300198724000028,2364003114
6499,0139300027724000175,4238004496
6501,0373100113624000001,7709290510
14208,0313100000324000031,1833034221
6502,0148300021224000132,5027036758
6505,0366200035624003072,7107541446
6504,0162400001124000015,6670446810
6565,0330300056424000020,3528119031
14475,0187200001724001084,8601032989
6506,0878500000224000465,7901549871
10512,0318300119424000770,2308166098
6508,0848600002724000155,5022052097
6509,0119200000124004449,2460071692
6510,0116300000124000515,1435133907
6511,0318300119424000508,2308166098
6512,0257100000124000096,6027005423
6513,0135300006424000035,3915004197
6514,0895100000124000084,7709895509
23517,0321300035824000164,2623011950
6516,0301100045324000010,0276090241
6517,0373200138924000017,7726317748
24401,0321300035824000164,2623011950
6519,0116300010724000026,1433020337
18372,0187200001724001084,8601032989
6520,0116300005624000180,1414009962
6521,0352300219524000083,5528017266
6523,0187300003124000059,8617021990
8401,0891200000624004718,7536155048
13010,0818500000824003356,2308265684
6527,0373100084724000008,7719127048
6530,0102200001324000001,0323080765
6526,0851200000624002512,5406722503
6528,0373100014624000031,7715217798
10617,0891200000624004718,7536155048
22775,0307200030624001126,1101486861
6532,0169300035824000123,7415031922
6533,0108500000424001566,1200008200
6534,0150200003924000354,5321180330
6535,0817200000324004909,2224164425
6536,0190300003724000203,8905001855
17378,0112200000824002285,1701054052
6540,0318300028424000098,2330024645
9867,0118300006624000018,2309053241
6537,0373100119524000145,7709024283
6542,0362100010024000135,6659014366
6544,0851200000624002136,5406722503
6545,0142200001324006651,6315909640
6541,0817200000324005604,2224164425
6550,0306500000124000031,1001313939
6547,0119300019824000583,2466203803
6548,0101200010524000006,0278173969
22776,0809500000324001724,1326250209
9497,0851100001924000241,7709895509
6552,0137200001224001658,4027078890
6553,0869200000224003379,7451402146
6555,0145300009624000120,4715015877
6579,0372200274724000018,7813046452
6551,0128200000124002059,3329013633
6557,0373200138224000120,7710661801
192,0372200029524000004,7842355303
6580,0111200004424000006,1654019555
6559,0172300006124000006,7814128901
17381,0173200001424000689,7704515009
6560,0119200000124004276,2460071692
6561,0171200001924001238,7604084334
6562,0859200001124003941,6234151768
13772,0149100000824000028,5191501815
14198,0273100001624000006,9715226210
6566,0361200015024002266,6501220230
9868,0372200029524000004,7842355303
6568,0148300021224000152,5027036758
14213,0173100008624000006,7710349494
2011,0163300017724000083,6725002430
6570,0142200001324008410,6315909640
6571,0174300000424000009,9201509355
6572,0190300003724000204,8905001855
6573,0817200000324004260,2224164425
10801,0373200610524000005,7704835834
6574,0138300000124000080,4105031028
6577,0137200001224001657,4027078890
6578,1056500004124000012,5902004644
6575,0158500000324000017,6163224953
6581,0373200598724000005,7703766666
437,0168300013024000229,7302032650
9869,0168300013024000229,7302032650
6584,0187300001724000148,8619005217
6585,0119200002524000008,2466133715
22133,0372200286924000010,7805640165
6588,0860200000824003061,6454140585
6589,0148200005624000004,5024140750
6590,0859200001124003958,6234151768
22798,0173100008924000012,7708525167
6591,0118300004524000078,2332011539
13712,0339100005324000082,4217090416
920,0368300014224000021,7328023587
6595,0848300062224000507,5036155279
6594,0195100000324000008,7710914971
6599,0173500000424000032,9710068955
17383,0339100005324000082,4217090416
6600,0817200000324005017,2224164425
6596,0373100091424000413,7734012806
9931,0173100008524000011,7710538364
6601,0820500000824001966,2540254652
6604,0121200004724000460,2636210166
9870,0368300014224000021,7328023587
24402,0173100008924000012,7708525167
9871,0319100005124000003,2453004840
6608,0348200081024001330,5024068656
6609,0301200067524000105,0274136934
6630,0301200006024000010,0222003789
6607,0830500000224001770,3525467658
17384,0351300054524000087,5403130227
6611,0101200010524000005,0278173969
6613,0118300003724000138,2304026276
6629,0818500000824002983,2308265684
6612,0340200003324005599,4345233451
6615,0190200000324004356,8901017607
6616,0307200027824000009,1101487030
13015,0131100015824000027,3664108670
6617,0172200004224000011,7830002423
6618,0173100003524000041,7703672351
13556,0273100001624000006,9715226210
6619,0173500000424000023,9710068955
6620,0362100010024000134,6659014366
6621,0817200000324004477,2224164425
6622,0240100000124000074,4346002922
22779,0161200001624000005,6501142310
6624,0817200000324004398,2224164425
6625,0137200001224001653,4027078890
6626,0120300020924000015,2536111725
6627,0162300005324000622,6661004661
6631,0711200012624000003,1654007920
6633,0362100010024000124,6659014366
21501,0711200011024000249,1659013660
6635,0162300005324000789,6661004661
6632,0173100009524000034,7705596339
10620,0173100008724000038,7702166610
10321,0119300004124000036,2448004724
6637,0362100010024000127,6659014366
6638,0351300203624000008,5409229127
6639,0869200000224003385,7451402146
6640,0255200000124000016,5835004660
3246,0895100000124000113,7709895509
6641,0859200001124004346,6234151768
6643,0817200000324004485,2224164425
6644,0332100043424000141,5258012881
6645,0859200001124003716,6234151768
6646,0817200000324004259,2224164425
6647,0152200004724000532,5503158829
6648,0119200000124006199,2460071692
6649,0362100010024000136,6659014366
6655,0869200000224003297,7451402146
6650,0352200029424000004,5503038391
13017,0351200000324000135,5406198047
6652,0195100001024000007,7708257207
6653,0859200001124002472,6234151768
6654,0817200000324004393,2224164425
6656,0859200001124003954,6234151768
6658,0349300057124000067,5107913394
6659,0851500000424000071,5406980769
6660,0172200003524000017,7825675663
6661,0859200001124003829,6234151768
6663,0817200000324003785,2224164425
6664,0152200004724000492,5503158829
6670,0377300028724000131,0411112575
6665,0132300007524000356,5253001036
6666,0851200000624002251,5406722503
6667,0250100000124000067,5321028857
14293,0334300009724000018,3825003671
6669,0173200005024000004,7710071979
6671,0307200027824000011,1101487030
6672,0103200008424001459,0572005870
6673,0352200029424000005,5503038391
6674,0133200001724000801,3702086910
6675,0165300010524000438,7017004461
6676,0358200040624000011,6167068960
6677,0240100000124000073,4346002922
9874,0190200000324005473,8901017607
6679,0362100010024000128,6659014366
6681,0851200000624002256,5406722503
8598,0317300301924000642,2225126623
17388,0334300009724000018,3825003671
6714,0265200000124000010,7017001421
6683,0122200002524001837,2721180057
25486,0104300011324000019,0708003626
887,0334100010824000017,3808115008
24404,0173100008624000015,7710349494
2202,0307200001724000015,1115003641
6684,0334100010824000017,3808115008
11226,0319100004924000277,2462003962
6686,0368300000124000636,7325096322
6687,0349300001724000054,5101000398
4545,0373100103724000033,7734258158
18002,0335200007524000030,3906055276
1263,0194100001424000006,2014029490
4836,0333300041224000018,3704000387
22781,0157100001124000015,6027086310
7226,0373100103724000033,7734258158
6689,0145200000424000032,7842434812
6690,0179200001924000102,0917006606
1659,0351100000224000006,5408240199
6692,0351300015024000001,5404120542
6693,0145200000424000800,7842434812
10539,0319200068524000056,2459019708
6694,0194100001424000006,2014029490
11419,0372200146524000037,7817032027
9878,0348100075224000101,5038008142
1451,0328300010124000006,3322000635
6695,0351200023724000130,5406558885
6696,0330300111524000009,3505002710
6434,0334300173324000110,3818007019
6698,0334300173324000110,3818007019
14453,0361100008824000011,6501155327
4980,0139200000124006155,4205120352
5891,0358200051224000003,6166052727
904,0118300018724000507,2320037148
6733,0301300247624000336,0276085700
2597,0301300247624000336,0276085700
7450,0373100135924000015,7714372367
6703,0869200000224004128,7451402146
13559,0103200008424002066,0572005870
365,0372200161924000037,7830002279
6704,0372200161924000037,7830002279
6705,0357200028722000073,6027024000
9506,0163200000324002937,6730076910
13020,0163200000324002937,6730076910
12428,0830500000224001886,3525467658
6711,0318300469524000087,2340132223
6709,0318300353424000022,2315077917
6708,0869200000224004132,7451402146
2504,0337100017724000062,4025062831
7227,0139200000124006155,4205120352
1997,0372100003424000444,7801002274
6713,0372100003424000444,7801002274
10622,0319100022524000057,2460002995
1753,0801500001124000692,0274955820
6716,0801500001124000692,0274955820
18608,0335200007524000030,3906055276
6715,0187300001224000197,8603032896
6742,0173100008924000008,7708525167
1905,0190300003724000213,8905001855
6718,0190300003724000213,8905001855
7228,0373100059324000254,7728016351
13021,0349100014524000016,5190132971
6717,0387300023224000072,8603169210
10623,0861300002924000132,6504010055
457,0173100005124000011,7710747640
2479,0368300000124000694,7325096322
6720,0865200000324000549,7017350944
14455,0173100007424000017,7703381225
11406,0373400010924000374,7714042070
873,0351300256824000112,5423101256
6723,0351300256824000112,5423101256
9881,0368300000124000694,7325096322
6724,0328300010124000006,3322000635
899,0131300016024000057,3601002336
14201,0103200008424002066,0572005870
9053,0351300049424000001,5408150114
5501,0318300469424000020,2315076543
6725,0131300016024000057,3601002336
226,0872400000224000124,7709895509
6726,0872400000224000124,7709895509
13776,0830500000224001886,3525467658
9882,0351300049424000001,5408150114
11234,0126300008624000048,3110002415
2532,0158300046824000039,6142005365
6728,0158300046824000039,6142005365
13022,0373400010924000374,7714042070
7230,0356100005424000017,5904157090
6730,0118300018724000507,2320037148
1079,0119300019824000582,2466203803
9060,0372200269424000031,7825132699
23566,0813500000124008264,1841075736
14109,0119200000124008045,2460071692
6731,0119300019824000582,2466203803
922,0372100053224000081,7810235910
6735,0372100053224000081,7810235910
3449,0864500000224001449,6829128395
1407,0161300002724000040,6516005571
2636,0173100008924000008,7708525167
9883,0372200269424000031,7825132699
1352,0133100009824000034,3702062557
6738,0133100009824000034,3702062557
7302,0318300538124000005,2330029964
7231,0864500000224001449,6829128395
2605,0168100001124000015,7327033261
10117,0358200000224000390,6168001069
1950,0134200000124002548,3808131923
4009,0277100001524000025,0411008729
10624,0172200004424000098,7830002078
6740,0134200000124002548,3808131923
64,0840300037424000079,4312148680
6741,0840300037424000079,4312148680
22848,0173100008624000010,7710349494
7232,0277100001524000025,0411008729
1409,0356300197224000030,5938000611
6743,0356300197224000030,5938000611
2241,0372100002124000094,7801028057
6744,0318200080924000012,2306021354
1897,0318200080924000012,2306021354
1541,0373100037224000333,7724044189
6745,0373100037224000333,7724044189
15872,0169300000624000065,7421000263
2373,0320300077624000023,2502031849
6758,0320300077624000023,2502031849
1775,0333300011324000186,3730005367
9884,0372100002124000094,7801028057
17392,0372100043024000104,7806104840
4911,0319100003824000060,2452022116
5286,0818500000824003028,2308265684
290,0322100012924000015,2724018158
7233,0319100003824000060,2452022116
1833,0148200002424000004,5024085154
11943,0319200068524000056,2459019708
3426,0340200003324005709,4345233451
9885,0820500000824002504,2540254652
795,0190300003724000225,8905001855
7234,0813500000124005880,1841075736
7303,0818500000824003028,2308265684
27460,0373100087424000003,7730036073
966,0372200082424000092,7807018016
6751,0372200082424000092,7807018016
6759,0351300256824000114,5423101256
6752,0109100000324000021,1326217427
1636,0373100036224000003,7729071387
9886,0139200000124006413,4205120352
995,0190300003724000226,8905001855
6754,0190300003724000226,8905001855
19023,0101100001124000059,0276090428
97,0320200030824000025,2540202566
4470,0156200009924000324,5902293851
75,0332200063924000049,5261015145
11053,0119300035324000015,2451000991
2031,0351300256824000114,5423101256
469,0328300129424000146,3305712470
6760,0328300129424000146,3305712470
2466,0361200015024002579,6501220230
6761,0361200015024002579,6501220230
6762,0358300279224000053,6112004727
13026,0173200001424000573,7704515009
1148,0358300279224000053,6112004727
14290,0338200010324000038,4100017848
1555,0372200168024000012,7805360834
6764,0372200168024000012,7805360834
9887,0119300019824000582,2466203803
6766,0334100010824000017,3808115008
13027,0118100011724000013,2309125633
6776,0302300004324000017,0316002558
6795,0190300001924000211,8911006178
6765,0372200113524000016,7817016593
17393,0338200010324000038,4100017848
1557,0139100004624000017,4205009474
6770,0139100004624000017,4205009474
3931,0318200009824000007,2315095070
1938,0711200005324000070,1632001025
6771,0711200005324000070,1632001025
13778,0124200000624002943,2901186555
6773,0102200001624001048,0323825390
9888,0372100001924000070,7813045265
905,0102200001624001048,0323825390
718,0133300010324000028,3703006273
6774,0133300010324000028,3703006273
13779,0306300053824000065,1001117557
7236,0318200009824000007,2315095070
698,0169300000324001268,7446011940
6777,0169300000324001268,7446011940
412,0173100007424000004,7703381225
6828,0173100007424000004,7703381225
1033,0853500000324003386,5610223825
6778,0853500000324003386,5610223825
9895,0139200000124006297,4205120352
935,0314100001624000009,0606013424
4916,0368200003224000024,7303018962
2491,0843500000224002352,4501214152
6780,0843500000224002352,4501214152
13028,0843500000224002654,4501214152
7237,0368200003224000024,7303018962
6781,0873100002124000014,5040053819
26,0354100013324000030,5702004277
18104,0358300403024000006,6135000207
8958,0179200001924000243,0917006606
848,0172400000724000017,7841077004
6782,0354100013324000030,5702004277
6784,0172400000724000017,7841077004
18788,0187300001224000262,8603032896
8668,0162300052624000028,6606004036
2065,0875300036624000014,9101003371
6829,0191300022424000007,7536012459
1134,0191300022424000007,7536012459
6787,0843500000224002346,4501214152
10627,0139200000124006297,4205120352
338,0369300152124000047,7433002025
24771,0316100017624000019,1435211295
6789,0325200023624000125,3004001272
5146,0373100111924000001,7704083285
1126,0325200023624000125,3004001272
22784,0118300018724000616,2320037148
552,0324100009024000038,2901129780
27463,0134300025824000258,3803100833
7239,0301100003524000025,0275072433
1460,0277100000124000043,0400000291
6791,0150100006624000032,5321134051
13030,0864500000224001611,6829128395
1179,0361300003224000001,6502003327
6792,0371100013424000006,7610040141
1244,0118300018724000462,2320037148
6796,0118300018724000462,2320037148
24405,0194200000524003293,2016014690
1539,0858100000424000009,3812008873
4026,0158200001324000614,6163049814
2492,0258100000124000008,6164025975
6799,0119100008324000019,2466124527
7240,0158200001324000614,6163049814
9893,0132400000524000020,5260471018
10542,0849300005924000079,5103300608
2404,0119100008324000019,2466124527
1714,0179200001924000233,0917006606
7930,0148200000524000020,7710170024
6800,0179200001924000233,0917006606
8104,0318100019624000010,2308012771
9137,0174500001124001996,9204576208
6802,0348100062024000153,9901033738
2802,0335300019124000141,3906029237
9,0348100022424000033,5013020162
2133,0162300005324000755,6661004661
6813,0162300005324000755,6661004661
6803,0348100022424000033,5013020162
2117,0102200001624001051,0323825390
6804,0102200001624001051,0323825390
6820,0131300035724000045,3631001604
9894,0174500001124001996,9204576208
13031,0345300032424000164,4713001580
1914,0332200063924000048,5261015145
2617,0131300035724000045,3631001604
265,0373100030824000051,7710247083
6832,0373100030824000051,7710247083
395,0372200087924000008,7805149398
1669,0162200002324000004,6631001751
6807,0162200002324000004,6631001751
298,0169300032624000143,7425745669
6808,0169300032624000143,7425745669
1064,0358300128524000002,6106004415
6809,0358300128524000002,6106004415
7242,0853500000324003385,5610223825
527,0117300067824000075,2204001327
6842,0372200278524000038,7842444610
8644,0318100028524000137,2301000880
775,0372200278524000038,7842444610
6960,0335300022424000096,3906029847
6811,0116300005624000213,1414009962
9896,0369300152124000047,7433002025
35,0116300000224000108,1433017567
12306,0848600008924000162,5045062461
